ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
SR480,SUSTAIN_PRODUCT_ISSUE_PERF_SCORE,BESG Sustainable Product Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Sustainable Product, which includes Sub-Issues related to green products and other related topics.

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR238, SUSTAINABLE_PRODUCT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR480, SUSTAIN_PRODUCT_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR259, SUST_PRODUCT_ISS_DISC_FACTOR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
SR481,WASTE_MGMT_ISSUE_PERF_SCORE,BESG Waste Management Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Waste Management, which includes Sub-Issues related to waste generation, waste recycling, hazardous waste generation, hazardous waste recycling and other related topics. 

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR211, WASTE_MANAGEMENT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR481, WASTE_MGMT_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR261, WASTE_MANAGEMENT_ISS_DISC_FACTOR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR482,WATER_MGMT_ISSUE_PERF_SCORE,BESG Water Management Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Sub-Issue Scores that fall under the Issue Water Management, which includes sub-Issues related to the company's water use, wastewater practices and other related topics. 

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR217, WATER_MANAGEMENT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR482, WATER_MGMT_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR257, WATER_MANAGEMENT_ISS_DISC_FACTOR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR483,AIR_QUALTY_ISSUE_SCORE_UPPER_TGT,BESG Air Quality Issue Score Upper Target,"Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Air Quality. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR265, AIR_QUALITY_ISS_DISC_FACTOR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR483, AIR_QUALTY_ISSUE_SCORE_UPPER_TGT
Issue Lower Target is SR492, AIR_QUALTY_ISSUE_SCORE_LOWER_TGT

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR484,CLMT_EXPSR_ISSUE_SCORE_UPPR_TGT,BESG Climate Exposure Issue Score Upper Target,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Climate Exposure. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR239, CLIMATE_EXPOSURE_ISS_DISC_FACTOR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR484, CLMT_EXPSR_ISSUE_SCORE_UPPR_TGT
Issue Lower Target is SR493, CLMT_EXPSR_ISSUE_SCORE_LOWR_TGT

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
SR485,ECOLOGCL_IMP_ISS_SCORE_UPPR_TGT,BESG Ecological Impact Issue Score Upper Target,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Ecological Impact. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR255, ECOLOGICAL_IMPACT_ISS_DISC_FACTR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR485, ECOLOGCL_IMP_ISS_SCORE_UPPR_TGT
Issue Lower Target is SR494, ECOLOGCL_IMP_ISS_SCORE_LOWR_TGT

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR486,ENRGY_MGMT_ISSUE_SCORE_UPPER_TGT,BESG Energy Management Issue Score Upper Target,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Energy Management. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR263, ENERGY_MANAGEMENT_ISS_DISC_FACTR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR486, ENRGY_MGMT_ISSUE_SCORE_UPPER_TGT
Issue Lower Target is SR495, ENRGY_MGMT_ISSUE_SCORE_LOWER_TGT

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Energy,From 2015,45617,current,N.A.
SR487,ESCM_ISSUE_SCORE_UPPER_TARGET,BESG ESCM Issue Score Upper Target,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Environmental Supply Chain Management. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR241, ENV_SUPLY_CHN_MGMT_ISS_DISC_FCTR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR487, ESCM_ISSUE_SCORE_UPPER_TARGET
Issue Lower Target is SR496, ESCM_ISSUE_SCORE_LOWER_TARGET

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
SR488,GHG_EMISS_MGMT_ISS_SCR_UPPR_TGT,BESG GHG Emissions Management Issue Scr Upper Tgt,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the issue Greenhouse Gas Emissions Management. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR221, GHG_EMISSIONS_MGMT_ISS_DISC_FCTR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR488, GHG_EMISS_MGMT_ISS_SCR_UPPR_TGT
Issue Lower Target is SR497, GHG_EMISS_MGMT_ISS_SCR_LOWR_TGT

Values range from 3 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
SR489,SUSTAIN_PROD_ISS_SCORE_UPPR_TGT,BESG Sustainable Product Issue Score Upper Target,"Provides the Bloomberg metric which indicates the highest possible value for a company's Issue Score for the Issue Sustainable Product. The issue Upper Target (UT) is determined by the Issue Disclosure Factor (DF) evaluating a company's quantitative disclosure of the same issue. The target increases with more quantitative disclosure.

The Issue Disclosure Factor (SR259, SUST_PRODUCT_ISS_DISC_FACTOR) determines Issue Upper Target and Issue Lower Target, where:
Issue Upper Target is SR489, SUSTAIN_PROD_ISS_SCORE_UPPR_TGT
Issue Lower Target is SR498, SUSTAIN_PROD_ISS_SCORE_LOWR_TGT

Values range from 3 to 10; 10 is best. 

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Range (3-10),Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
